																					Class	L	R	B	B	B
96	2.155	513.27271	Unknown	[M-H]-		0.2	True	null	null	null	null		null	null	null	null	null	2.11	20180104_RG_01R	513.27271:381537 514.27606:280919 515.27942:61404	59.01282:47992 59.31555:1077 69.99178:1235 70.67722:1123 71.01305:28930 77.91625:1244 85.02879:1872 86.12214:1365 89.02344:52024 92.00225:2190 95.0133:1455 101.02337:24776 104.07919:1271 113.02454:13070 119.03418:16981 131.03445:1755 143.03548:2074 161.04649:1642 179.05717:8002 287.12961:2781 411.23843:15164 469.2439:1715 513.27167:64263	0	381537	798	0	786
97	6.443	513.30457	Unknown	[M-H2O-H]-	adduct linked to 944_[M+FA-H]-	0.2	False	null	null	null	null		null	null	null	null	null	49.68	20180104_RG_01L	513.30457:91925 514.30792:65770 515.31128:8231		91925	6307	10719	12565	0
98	6.739	513.30591	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	37.31	20180104_RG_01L	513.30591:69046 514.30926:36333 515.31262:0		69046	16140	1106	1092	0
99	3.688	513.30713	Unknown	[M-H]-	adduct linked to 686_[M+FA-H]-	0.4	True	null	null	null	null		null	null	null	null	null	33.38	20180104_RG_01R	513.30713:461932 514.31048:297738 515.31384:52453	59.01294:5646 71.01321:1730 73.02892:1343 78.21592:1226 80.4826:1354 84.80092:1241 89.02364:4580 92.69254:1221 94.54938:1340 101.02371:6655 105.52743:1311 113.02483:1941 114.84403:1176 119.03448:1231 155.69518:1473 161.04649:2762 253.09395:20688 277.21582:161028 278.22244:2559 305.10529:1312 335.46851:1282	105857	461932	0	1381	1260
100	3.787	513.30768	Unknown	[M-H]-	similar chromatogram in higher mz_1696	0.2	False	null	null	null	null		null	null	null	null	null	11.91	20180104_RG_01L	513.30768:22033 514.31103:9080 515.31439:0		22033	58090	0	1407	1287
101	6.319	513.30896	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	6.52	Blank_01_180104225037	513.30896:18145 514.31231:0 515.31567:0		1498	45882	9845	18145	0
102	5.305	513.31378	Unknown	[M-H]-	similar chromatogram in higher mz_1170; similar chromatogram in higher mz_2923; similar chromatogram in higher mz_998; similar chromatogram in higher mz_631; similar chromatogram in higher mz_715; similar chromatogram in higher mz_896; similar chromatogram in higher mz_1868; similar chromatogram in higher mz_2584; similar chromatogram in higher mz_2692; similar chromatogram in higher mz_3353; similar chromatogram in higher mz_3375; similar chromatogram in higher mz_3468; similar chromatogram in higher mz_4213; similar chromatogram in higher mz_4755; similar chromatogram in higher mz_4846	0.2	False	null	null	null	null		null	null	null	null	null	3.05	20180104_RG_01R	513.31378:147582 514.31713:81294 515.32049:95473		0	147582	0	2920	11970
103	5.101	513.32019	Unknown	[M-H]-		0.4	False	null	null	null	null		null	null	null	null	null	22.58	Blank_01_180104225037	513.32019:148728 514.32354:63933 515.3269:6116		0	11879	3219	148728	124023
104	0.592	513.92999	Unknown	[M-H]-		0.4	True	null	null	null	null		null	null	null	null	null	219.41	20180104_RG_01R	513.92999:673221 514.93334:456465 515.9367:2275128	59.74296:1188 62.32963:1356 69.0978:1158 76.17847:1247 80.64654:1223 82.22189:1203 96.95924:60610 98.95495:12855 98.96461:1806 115.34534:1257 125.87269:15200 145.55931:1292 146.03357:1575 157.86455:5418 160.84229:78534 164.21976:1307 166.96669:1423 191.05621:2096 192.44138:2163 197.2343:1299 200.30725:1251 225.00847:39449 226.01028:14896 227.00232:14993 248.58867:1310 257.89539:3151 260.35635:1519 268.93539:2923 285.88998:23029 286.14685:17682 287.14728:25934 288.15231:2667 303.90561:5676 431.48792:1759 441.98035:1668 459.94492:1890 477.95279:43801 513.15961:36776 514.16443:24803	70816	673221	1054	0	0
105	0.569	514.08545	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	9.08	20180104_RG_01L	514.08545:10442 515.0888:6757 516.09216:15459		10442	0	0	0	0
106	5.965	514.23944	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	20.74	Blank_01_180104225037	514.23944:50942 515.24279:25577 516.24615:0		0	0	43266	50942	65760
107	4.289	514.27496	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	546.96	20180104_RG_01L	514.27496:27348 515.27831:0 516.28167:13055		27348	239	0	0	0
108	5.054	514.32233	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	13.06	Blank_01_180105013944	514.32233:49152 515.32568:5460 516.32904:0		0	0	1500	53126	49152
109	5.175	514.32263	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	21.25	Blank_01_180104225037	514.32263:47091 515.32598:11810 516.32934:0		0	3107	1500	47091	0
110	0.988	514.79999	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	3.38	20180104_RG_01R	514.79999:18523 515.80334:0 516.8067:0		3894	18523	0	0	0
111	0.437	514.89417	Unknown	[M-H2O-H]-	adduct linked to 956_[M+FA-H]-	0.6	False	null	null	null	null		null	null	null	null	null	20.79	Blank_01_180105013944	514.89417:166989 515.89752:34970 516.90088:7131		3506	154716	89865	100372	166989
112	3.576	515.01166	Unknown	[M-H]-	adduct linked to 696_[M+FA-H]-	0.2	False	null	null	null	null		null	null	null	null	null	2.29	20180104_RG_01R	515.01166:73344 516.01501:0 517.01837:134967		40137	73344	37258	59714	63653
113	2.88	515.01624	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	2.18	Blank_01_180104205754	515.01624:34918 516.01959:0 517.02295:87902		26551	25196	34918	30784	32261
114	3.192	515.01678	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	1.73	Blank_01_180104225037	515.01678:41016 516.02013:0 517.02349:68959		43810	41174	47458	41016	44987
115	0.998	515.11902	Unknown	[M-H]-		0.4	True	null	null	null	null		null	null	null	null	null	2249.92	20180104_RG_01L	515.11951:12375024 516.12286:6250840 517.12622:1375004	59.01291:2667 85.02844:11344 85.98051:1825 87.00758:3757 93.03376:8431 111.04393:8791 127.04021:5611 129.01898:2974 133.02898:7616 134.03749:8065 135.04414:391650 137.02321:6742 155.0356:23268 161.02502:64663 173.0464:67967 179.03426:862990 180.03844:3157 191.05603:1419464 192.05962:3509 192.48436:2022 335.07819:9464 353.0885:1047087 354.09134:8752 515.11847:6961	12375024	39814628	32999	35345	20324
116	0.919	515.11926	Unknown	[M-H]-		0.4	True	null	null	null	null		null	null	null	null	null	675.87	20180104_RG_01L	515.12103:1226145 516.12438:519770 517.12774:126259	55.21078:1368 85.53456:1376 86.12972:1617 93.0338:8867 96.60923:1301 111.04398:3031 135.04541:38499 137.0248:6297 155.03563:11540 161.02483:26654 173.04616:113833 174.95602:1973 179.03619:88793 191.05577:53928 292.50699:1786 335.07834:13726 343.72513:1402 353.08807:74260 515.11871:30298	1226145	19644092	29951	18519	17213
117	2.967	515.1228	Unknown	[M-H]-		0.6	False	null	null	null	null		null	null	null	null	null	5.8	Blank_01_180104205754	515.1228:43531 516.12615:20311 517.12951:0		20862	68169	43531	35144	34299
118	1.257	515.1239	Unknown	[M-H]-		0.2	True	null	null	null	null		null	null	null	null	null	68.5	20180104_RG_01L	515.1239:289891 516.12725:135016 517.13061:28469	58.48455:1050 62.72407:1120 63.2595:1054 63.36367:1045 68.73312:1130 76.33006:1130 85.53907:1203 87.61514:1374 117.87756:1227 124.73978:1373 135.04425:13490 161.02518:1900 169.71602:1298 173.04639:19868 174.95602:2348 179.03624:35684 191.0558:45422 202.81818:1463 212.44145:1418 291.93362:1525 318.02368:1616 351.45172:1267 353.0882:46461	289891	0	35277	25620	24694
119	0.503	515.14343	Unknown	[M-H]-		0.8	False	null	null	null	null		null	null	null	null	null	14.46	20180104_RG_01L	515.14343:115533 516.14678:62239 517.15014:16925		115533	103735	102649	64533	63566
120	0.646	515.21246	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	10.08	20180104_RG_01R	515.21246:177181 516.21581:100454 517.21917:19538		56922	177181	0	0	0
121	4.833	515.22345	Unknown	[M-H]-		0.2	True	null	null	null	null		null	null	null	null	null	57.26	20180104_RG_01R	515.22345:934775 516.2268:755882 517.23016:131852	53.09805:1115 59.10895:1084 66.24593:1052 68.99494:8675 72.9923:10256 79.75538:1353 85.51355:1476 91.99388:2389 101.0236:31538 109.65192:1321 112.98492:53029 113.02026:1383 134.86571:1630 145.05087:1725 189.81476:1387 191.05621:1286 192.40593:1947 233.19164:168298 255.81407:1510 265.59067:1294 271.48447:1384 379.24902:103010 421.24225:37226 447.23611:106912 471.15891:7938 515.22961:2113	0	934775	0	0	0
122	3.376	515.24048	Unknown	[M-H]-		0.2	True	null	null	null	null		null	null	null	null	null	285.51	Blank_01_180105013944	515.24048:1920082 516.24383:808462 517.24719:153832	52.2494:1246 67.23467:1130 74.31477:1267 76.40525:1271 78.95791:2926 81.1045:1304 85.51564:1636 92.00208:2599 97.35284:1431 101.44286:1471 110.98512:9087 126.81213:1322 129.36285:1254 138.58824:1194 152.99745:1350 154.99329:1403 167.01141:7773 174.95529:8896 184.64827:1444 185.02238:17486 191.05586:2446 192.4005:1757 218.71542:1590 236.59984:1394 279.23276:497755 280.23578:3104 302.39297:1487 365.22415:1449 447.25375:85814	0	0	0	531	1920082
123	3.633	515.24097	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	5.64	Blank_01_180104225037	515.24097:127131 516.24432:41240 517.24768:4749		0	0	5737	127131	0
124	1.533	515.24902	Unknown	[M-H]-	similar chromatogram in higher mz_2974; similar chromatogram in higher mz_4988; similar chromatogram in higher mz_5512	0.2	True	null	null	null	null		null	null	null	null	null	24.42	20180104_RG_01R	515.24902:497416 516.25237:441500 517.25573:87485	59.01293:5574 65.13934:1239 71.01264:6824 85.02879:1427 85.53831:1808 87.00766:40725 89.02364:1878 91.99471:4411 101.02371:8578 108.75775:1251 113.02368:2753 117.11522:1290 126.18345:1317 132.40393:1316 135.0439:9529 161.02322:1508 163.11343:2656 173.04637:14023 174.95601:1721 179.03635:20908 191.05583:34970 192.45657:2079 232.14783:41067 233.15446:184237 353.08859:24276 395.21155:61558 423.1925:1470 432.84299:1443 515.12976:3065 515.25183:92965	0	497416	0	0	0
125	4.151	515.323	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	2.52	20180104_RG_01R	515.323:50964 516.32635:36194 517.32971:0		0	50964	0	0	907
126	4.058	515.32404	Unknown	[M-H]-	adduct linked to 705_[M+FA-H]-	0.2	True	null	null	null	null		null	null	null	null	null	18.33	20180104_RG_01R	515.32404:371339 516.32739:264721 517.33075:60149	59.01304:9979 65.2697:1163 71.01264:5623 73.02832:1594 82.7028:1242 83.04201:1128 85.52781:1513 89.02364:6328 101.02371:8874 103.91219:1253 105.55828:1199 113.02368:2374 119.03448:2239 134.44032:1380 145.06082:1333 161.04649:2451 174.95602:1963 191.05623:2165 192.43631:1864 233.4491:1464 253.09204:29599 279.23325:270152 514.9967:1468	0	371339	0	0	1275
127	4.548	515.33759	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	221.21	20180104_RG_01R	515.33759:11060 516.34094:0 517.3443:0		0	11060	0	0	0
128	6.207	515.40955	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	265.33	Blank_01_180104205754	515.40955:23729 516.4129:6503 517.41626:0		0	0	23729	0	1527
129	0.988	515.42938	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	449.53	20180104_RG_01R	515.42938:22476 516.43273:14284 517.43609:0		4677	22476	0	0	0
130	0.598	515.9278	Unknown	[M-H2O-H]-	similar chromatogram in higher mz_2688; adduct linked to 976_[M+FA-H]-; similar chromatogram in higher mz_790	0.4	True	null	null	null	null		null	null	null	null	null	159.55	20180104_RG_01R	515.9278:673902 516.93115:451436 517.93451:823844	51.59085:1003 61.98749:8031 64.53663:1096 102.37404:1234 112.2537:1143 120.22353:1226 122.81178:1250 125.87209:1503 127.87016:2058 135.04567:2520 141.28455:1148 160.84119:2814 162.83876:44753 179.03445:2983 191.05623:7271 192.77356:1502 254.97392:1231 271.103:1560 285.89209:4786 286.89438:1592 287.88644:9089 384.27264:1399 477.95471:7459 479.95297:16107	73080	673902	0	0	0
131	0.567	516.09851	Unknown	[M-H]-		0.4	True	null	null	null	null		null	null	null	null	null	78.43	20180104_RG_01R	516.09851:907359 517.10186:662871 518.10522:143009	57.03352:67950 59.01289:11419 61.98747:421966 71.01263:3305 83.01258:1684 85.02879:1640 85.52405:1779 97.02853:7776 99.044:60155 101.02361:18406 106.75977:1500 113.02367:2644 121.31631:1521 125.02436:115499 125.98091:14533 128.52002:1503 135.04565:2584 142.01216:104773 143.03384:2388 143.99115:8891 155.24463:1472 161.02321:3133 161.04648:2669 162.83891:33969 176.01227:1643 179.0367:5688 184.02161:13499 186.00317:2559 189.2998:1446 191.03867:2625 191.0562:20130 192.05968:1507 192.4287:2448 203.05673:2767 210.00116:55844 243.08615:1951 285.88748:1915 287.88333:2136 305.90051:2643 323.07559:2918 329.08545:4900 372.05267:2826 431.12326:11105 477.96457:1594 479.95322:7660 515.14081:2121 516.09595:27658	11340	907359	0	0	0
132	5.774	516.21863	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	4.32	Blank_01_180104205754	516.21863:26872 517.22198:11953 518.22534:0		0	0	26872	0	14466
133	0.441	516.82227	Unknown	[M-H]-		0.4	False	null	null	null	null		null	null	null	null	null	9.62	20180104_RG_01L	516.82227:80959 517.82562:21114 518.82898:75173		80959	65575	946	1384	12308
134	0.411	516.89709	Unknown	[M-H]-		0.2	True	null	null	null	null		null	null	null	null	null	554.9	20180104_RG_01R	516.89709:1478647 517.90044:2582853 518.9038:2576054	70.99787:7521 86.99297:9960 92.00223:3014 102.98775:10949 114.98775:106534 115.98962:4901 116.98559:11163 130.98328:174005 131.98457:11596 132.98062:20255 146.96037:72516 158.97861:639552 159.97934:24544 160.97624:36901 174.95598:514165 216.96815:9217 232.94626:10704 244.94794:15526 260.94308:6700 272.95868:169543 288.93799:472251 289.93762:3492 402.91791:91560	15678	1478647	1991	2140	3109
135	0.756	517.09772	Unknown	[M-H]-	adduct linked to 729_[M+FA-H]-	0.2	True	null	null	null	null		null	null	null	null	null	63.74	20180104_RG_01L	517.09772:524465 518.10107:270223 519.10443:60106	60.79795:1103 62.77499:1050 64.75159:1369 71.01321:1258 83.93789:1053 85.54807:1470 91.99556:3713 92.96914:1271 94.66635:1232 119.68764:1291 125.02441:2248 133.02902:7641 134.03902:1653 135.04494:24023 137.0248:1284 161.02428:149491 179.03589:30074 190.66353:1375 203.03481:1359 247.00868:1758 251.32143:1324 260.99515:1535 323.07941:17511 334.73529:1350 449.10681:88642	524465	154	0	0	0
136	0.864	517.09833	Unknown	[M-H]-	adduct linked to 730_[M+FA-H]-	0.2	False	null	null	null	null		null	null	null	null	null	7.87	20180104_RG_01L	517.09833:64366 518.10168:15940 519.10504:3432		64366	346	0	0	0
137	5.782	517.15369	Unknown	[M-H]-	similar chromatogram in higher mz_5277; similar chromatogram in higher mz_5710; similar chromatogram in higher mz_3302; similar chromatogram in higher mz_5683; similar chromatogram in higher mz_5900; similar chromatogram in higher mz_5676; similar chromatogram in higher mz_5866; similar chromatogram in higher mz_2404; similar chromatogram in higher mz_6353; similar chromatogram in higher mz_6109	1	False	null	null	null	null		null	null	null	null	null	24.97	Blank_01_180104205754	517.15369:110887 518.15704:39044 519.1604:61023		46502	67688	110887	104885	78233
138	0.686	517.19562	Unknown	[M-H]-	adduct linked to 734_[M+FA-H]-	0.2	False	null	null	null	null		null	null	null	null	null	6.15	20180104_RG_01R	517.19562:63339 518.19897:30045 519.20233:3770		0	63339	0	0	0
139	1.533	517.21094	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	3.81	20180104_RG_01R	517.21094:39255 518.21429:18005 519.21765:0		0	39255	0	0	0
140	4.446	517.29443	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	6.48	Blank_01_180104205754	517.29443:51482 518.29778:8939 519.30114:0		0	0	51482	1340	0
141	6.04	517.30652	Unknown	[M-H]-		0.4	False	null	null	null	null		null	null	null	null	null	17.88	Blank_01_180105013944	517.30652:17290 518.30987:7758 519.31323:7937		0	16472	0	3469	17290
142	5.139	517.31622	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	8.52	20180104_RG_01L	517.31622:13953 518.31957:6455 519.32293:0		13953	1961	10139	9575	5729
143	6.152	517.35291	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	38.95	20180104_RG_01R	517.35291:23017 518.35626:27452 519.35962:0		0	23017	0	0	2062
144	6.095	517.42352	Unknown	[M-H]-	similar chromatogram in higher mz_3939; similar chromatogram in higher mz_4521; similar chromatogram in higher mz_4416; similar chromatogram in higher mz_6785	0.6	True	null	null	null	null		null	null	null	null	null	4100.62	Blank_01_180104225037	517.42352:306998 518.42687:142315 519.43023:15791	51.68125:938 59.51925:993 85.48046:1428 87.14857:1161 92.00214:3794 116.56041:1270 120.50649:1113 148.38156:1332 208.38795:1281 354.97131:1262 440.45889:1521 449.44183:2977 466.13474:1467 517.42236:44612	0	0	46699	306998	261396
145	0.406	518.23584	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	5.12	20180104_RG_01R	518.23584:14075 519.23919:11334 520.24255:0		2732	14075	6339	0	0
146	3.526	518.25391	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	11.48	20180104_RG_01R	518.25391:47540 519.25726:23957 520.26062:0		8180	47540	0	0	3903
147	6.342	518.98676	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	2.87	20180104_RG_01L	518.98676:72549 519.99011:0 520.99347:92559		72549	44520	57883	59375	55891
148	6.803	518.98706	Unknown	[M-H]-		0.4	False	null	null	null	null		null	null	null	null	null	2.23	20180104_RG_01L	518.98706:45187 519.99041:0 520.99377:69088		45187	55370	42392	39722	39699
149	4.833	519.16742	Unknown	[M-H]-	similar chromatogram in higher mz_5681	0.2	True	null	null	null	null		null	null	null	null	null	11.25	20180104_RG_01R	519.16742:338130 520.17077:359735 521.17413:69534	53.57991:1152 55.91045:1012 66.35603:1165 88.11829:1278 116.92789:1879 190.90102:1437 197.02951:1268 236.36917:1251 310.25537:1430 353.44141:1264 370.40399:1236 514.93024:1379	0	338130	0	0	0
150	3.558	519.17426	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	1.74	20180104_RG_01R	519.17426:52210 520.17761:27626 521.18097:26654		0	52210	0	0	0
151	1.075	519.19	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	2.67	20180104_RG_01L	519.19:12575 520.19335:3866 521.19671:0		12575	4910	0	0	0
152	0.604	519.20941	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	1.68	20180104_RG_01R	519.20941:50509 520.21276:16590 521.21612:0		2755	50509	0	0	0
153	2.547	519.22675	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	5.78	20180104_RG_01L	519.22675:16002 520.2301:10196 521.23346:0		16002	0	0	1108	0
154	1.486	519.24658	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	5.32	20180104_RG_01L	519.24658:14714 520.24993:5615 521.25329:0		14714	3615	0	0	376
155	1.757	519.24689	Unknown	[M-H]-		0.2	False	null	null	null	null		null	null	null	null	null	6.43	20180104_RG_01L	519.24689:17778 520.25024:6178 521.2536:0		17778	1603	0	0	0
